health_area,district_name,data_element_name,year_month,monthly_value,previous_month_value,mom_percent_change
Malaria,Leeville District,Malaria positivity rate,202412,555.0,537.0,3.35195530726257
Malaria,Leeville District,Malaria positivity rate,202501,528.1,555.0,-4.846846846846843
Malaria,Leeville District,Malaria positivity rate,202502,468.9,528.1,-11.209998106419247
Malaria,Leeville District,Malaria positivity rate,202503,327.9,468.9,-30.070377479206655
Malaria,Leeville District,Malaria positivity rate,202504,505.5,327.9,54.16285452881977
Malaria,Leeville District,Malaria positivity rate,202505,560.9,505.5,10.959446092977245
Malaria,Leeville District,RDT tests conducted,202406,137.0,,
Malaria,Leeville District,RDT tests conducted,202407,97.0,137.0,-29.1970802919708
Malaria,Leeville District,RDT tests conducted,202408,104.0,97.0,7.216494845360824
Malaria,Leeville District,RDT tests conducted,202409,120.0,104.0,15.384615384615385
Malaria,Leeville District,RDT tests conducted,202410,79.0,120.0,-34.166666666666664
Malaria,Leeville District,RDT tests conducted,202411,116.0,79.0,46.835443037974684
Malaria,Leeville District,RDT tests conducted,202412,138.0,116.0,18.96551724137931
Malaria,Leeville District,RDT tests conducted,202501,82.0,138.0,-40.57971014492754
Malaria,Leeville District,RDT tests conducted,202502,121.0,82.0,47.5609756097561
Malaria,Leeville District,RDT tests conducted,202503,66.0,121.0,-45.45454545454545
Malaria,Leeville District,RDT tests conducted,202504,90.0,66.0,36.36363636363637
Malaria,Leeville District,RDT tests conducted,202505,102.0,90.0,13.333333333333334
Malaria,Margaretland District,ACT doses distributed,202406,1888.0,,
Malaria,Margaretland District,ACT doses distributed,202407,3353.0,1888.0,77.59533898305084
Malaria,Margaretland District,ACT doses distributed,202408,3323.0,3353.0,-0.8947211452430659
Malaria,Margaretland District,ACT doses distributed,202409,2976.0,3323.0,-10.442371351188685
Malaria,Margaretland District,ACT doses distributed,202410,4023.0,2976.0,35.181451612903224
Malaria,Margaretland District,ACT doses distributed,202411,3330.0,4023.0,-17.225950782997764
Malaria,Margaretland District,ACT doses distributed,202412,2755.0,3330.0,-17.26726726726727
Malaria,Margaretland District,ACT doses distributed,202501,2943.0,2755.0,6.823956442831217
Malaria,Margaretland District,ACT doses distributed,202502,2519.0,2943.0,-14.407067618076793
Malaria,Margaretland District,ACT doses distributed,202503,2581.0,2519.0,2.461294164350933
Malaria,Margaretland District,ACT doses distributed,202504,2785.0,2581.0,7.90391321193336
Malaria,Margaretland District,ACT doses distributed,202505,1887.0,2785.0,-32.244165170556556
Malaria,Margaretland District,IRS households covered,202406,1705.0,,
Malaria,Margaretland District,IRS households covered,202407,2236.0,1705.0,31.143695014662757
Malaria,Margaretland District,IRS households covered,202408,2548.0,2236.0,13.953488372093023
Malaria,Margaretland District,IRS households covered,202409,1549.0,2548.0,-39.20722135007849
Malaria,Margaretland District,IRS households covered,202410,2394.0,1549.0,54.55132343447385
Malaria,Margaretland District,IRS households covered,202411,1939.0,2394.0,-19.005847953216374
Malaria,Margaretland District,IRS households covered,202412,909.0,1939.0,-53.12016503352244
Malaria,Margaretland District,IRS households covered,202501,1412.0,909.0,55.33553355335533
Malaria,Margaretland District,IRS households covered,202502,2079.0,1412.0,47.23796033994334
Malaria,Margaretland District,IRS households covered,202503,1936.0,2079.0,-6.878306878306878
Malaria,Margaretland District,IRS households covered,202504,1836.0,1936.0,-5.1652892561983474
Malaria,Margaretland District,IRS households covered,202505,2232.0,1836.0,21.568627450980394
Malaria,Margaretland District,LLIN nets distributed,202406,3291.0,,
Malaria,Margaretland District,LLIN nets distributed,202407,1488.0,3291.0,-54.78577939835916
Malaria,Margaretland District,LLIN nets distributed,202408,3008.0,1488.0,102.15053763440861
Malaria,Margaretland District,LLIN nets distributed,202409,2110.0,3008.0,-29.853723404255316
Malaria,Margaretland District,LLIN nets distributed,202410,3106.0,2110.0,47.203791469194314
Malaria,Margaretland District,LLIN nets distributed,202411,3867.0,3106.0,24.50096587250483
Malaria,Margaretland District,LLIN nets distributed,202412,2442.0,3867.0,-36.850271528316526
Malaria,Margaretland District,LLIN nets distributed,202501,2250.0,2442.0,-7.862407862407863
Malaria,Margaretland District,LLIN nets distributed,202502,2763.0,2250.0,22.8
Malaria,Margaretland District,LLIN nets distributed,202503,2809.0,2763.0,1.6648570394498734
Malaria,Margaretland District,LLIN nets distributed,202504,3229.0,2809.0,14.95194019223923
Malaria,Margaretland District,LLIN nets distributed,202505,2971.0,3229.0,-7.990089811087024
Malaria,Margaretland District,Malaria deaths,202406,84.0,,
Malaria,Margaretland District,Malaria deaths,202407,94.0,84.0,11.904761904761903
Malaria,Margaretland District,Malaria deaths,202408,88.0,94.0,-6.382978723404255
Malaria,Margaretland District,Malaria deaths,202409,68.0,88.0,-22.727272727272727
Malaria,Margaretland District,Malaria deaths,202410,68.0,68.0,0.0
Malaria,Margaretland District,Malaria deaths,202411,80.0,68.0,17.647058823529413
Malaria,Margaretland District,Malaria deaths,202412,88.0,80.0,10.0
Malaria,Margaretland District,Malaria deaths,202501,71.0,88.0,-19.318181818181817
Malaria,Margaretland District,Malaria deaths,202502,74.0,71.0,4.225352112676056
Malaria,Margaretland District,Malaria deaths,202503,62.0,74.0,-16.216216216216218
Malaria,Margaretland District,Malaria deaths,202504,87.0,62.0,40.32258064516129
Malaria,Margaretland District,Malaria deaths,202505,71.0,87.0,-18.39080459770115
Malaria,Margaretland District,Malaria in pregnancy cases,202406,114.0,,
Malaria,Margaretland District,Malaria in pregnancy cases,202407,279.0,114.0,144.73684210526315
Malaria,Margaretland District,Malaria in pregnancy cases,202408,129.0,279.0,-53.76344086021505
Malaria,Margaretland District,Malaria in pregnancy cases,202409,78.0,129.0,-39.53488372093023
Malaria,Margaretland District,Malaria in pregnancy cases,202410,127.0,78.0,62.82051282051282
Malaria,Margaretland District,Malaria in pregnancy cases,202411,90.0,127.0,-29.133858267716533
Malaria,Margaretland District,Malaria in pregnancy cases,202412,152.0,90.0,68.88888888888889
Malaria,Margaretland District,Malaria in pregnancy cases,202501,148.0,152.0,-2.631578947368421
Malaria,Margaretland District,Malaria in pregnancy cases,202502,87.0,148.0,-41.21621621621622
Malaria,Margaretland District,Malaria in pregnancy cases,202503,133.0,87.0,52.87356321839081
Malaria,Margaretland District,Malaria in pregnancy cases,202504,150.0,133.0,12.781954887218044
Malaria,Margaretland District,Malaria in pregnancy cases,202505,155.0,150.0,3.3333333333333335
Malaria,Margaretland District,Malaria positivity rate,202406,387.8,,
Malaria,Margaretland District,Malaria positivity rate,202407,544.5,387.8,40.40742650850954
Malaria,Margaretland District,Malaria positivity rate,202408,743.8,544.5,36.60238751147841
Malaria,Margaretland District,Malaria positivity rate,202409,437.09999999999997,743.8,-41.23420274267276
Malaria,Margaretland District,Malaria positivity rate,202410,578.5,437.09999999999997,32.349576755891114
Malaria,Margaretland District,Malaria positivity rate,202411,626.2,578.5,8.245462402765781
Malaria,Margaretland District,Malaria positivity rate,202412,452.9,626.2,-27.674864260619618
Malaria,Margaretland District,Malaria positivity rate,202501,626.6999999999999,452.9,38.37491720026495
Malaria,Margaretland District,Malaria positivity rate,202502,710.1999999999998,626.6999999999999,13.32375937450134
Malaria,Margaretland District,Malaria positivity rate,202503,569.1,710.1999999999998,-19.867642917488006
Malaria,Margaretland District,Malaria positivity rate,202504,575.8,569.1,1.1772974872605748
Malaria,Margaretland District,Malaria positivity rate,202505,685.5999999999999,575.8,19.069121222646746
Malaria,Margaretland District,RDT tests conducted,202406,139.0,,
Malaria,Margaretland District,RDT tests conducted,202407,93.0,139.0,-33.093525179856115
Malaria,Margaretland District,RDT tests conducted,202408,166.0,93.0,78.49462365591397
Malaria,Margaretland District,RDT tests conducted,202409,110.0,166.0,-33.734939759036145
Malaria,Margaretland District,RDT tests conducted,202410,115.0,110.0,4.545454545454546
Malaria,Margaretland District,RDT tests conducted,202411,273.0,115.0,137.3913043478261
Malaria,Margaretland District,RDT tests conducted,202412,127.0,273.0,-53.47985347985348
Malaria,Margaretland District,RDT tests conducted,202501,90.0,127.0,-29.133858267716533
Malaria,Margaretland District,RDT tests conducted,202502,124.0,90.0,37.77777777777778
Malaria,Margaretland District,RDT tests conducted,202503,176.0,124.0,41.935483870967744
Malaria,Margaretland District,RDT tests conducted,202504,130.0,176.0,-26.136363636363637
Malaria,Margaretland District,RDT tests conducted,202505,100.0,130.0,-23.076923076923077
Malaria,Martinezbury District,ACT doses distributed,202406,1757.0,,
Malaria,Martinezbury District,ACT doses distributed,202407,1522.0,1757.0,-13.375071143995445
Malaria,Martinezbury District,ACT doses distributed,202408,1569.0,1522.0,3.088042049934297
Malaria,Martinezbury District,ACT doses distributed,202409,1618.0,1569.0,3.123008285532186
Malaria,Martinezbury District,ACT doses distributed,202410,1483.0,1618.0,-8.34363411619283
Malaria,Martinezbury District,ACT doses distributed,202411,1053.0,1483.0,-28.99527983816588
Malaria,Martinezbury District,ACT doses distributed,202412,1998.0,1053.0,89.74358974358975
Malaria,Martinezbury District,ACT doses distributed,202501,1661.0,1998.0,-16.866866866866868
Malaria,Martinezbury District,ACT doses distributed,202502,1005.0,1661.0,-39.49428055388321
Malaria,Martinezbury District,ACT doses distributed,202503,1193.0,1005.0,18.70646766169154
Malaria,Martinezbury District,ACT doses distributed,202504,1647.0,1193.0,38.055322715842415
Malaria,Martinezbury District,ACT doses distributed,202505,665.0,1647.0,-59.623557984213726
Malaria,Martinezbury District,Malaria confirmed cases,202406,34.0,,
Malaria,Martinezbury District,Malaria confirmed cases,202407,64.0,34.0,88.23529411764706
Malaria,Martinezbury District,Malaria confirmed cases,202408,83.0,64.0,29.6875
Malaria,Martinezbury District,Malaria confirmed cases,202409,70.0,83.0,-15.66265060240964
Malaria,Martinezbury District,Malaria confirmed cases,202410,96.0,70.0,37.142857142857146
Malaria,Martinezbury District,Malaria confirmed cases,202411,90.0,96.0,-6.25
Malaria,Martinezbury District,Malaria confirmed cases,202412,27.0,90.0,-70.0
Malaria,Martinezbury District,Malaria confirmed cases,202501,51.0,27.0,88.88888888888889
Malaria,Martinezbury District,Malaria confirmed cases,202502,79.0,51.0,54.90196078431373
Malaria,Martinezbury District,Malaria confirmed cases,202503,48.0,79.0,-39.24050632911392
Malaria,Martinezbury District,Malaria confirmed cases,202504,69.0,48.0,43.75
Malaria,Martinezbury District,Malaria confirmed cases,202505,56.0,69.0,-18.84057971014493
Malaria,Martinezbury District,Malaria deaths,202406,45.0,,
Malaria,Martinezbury District,Malaria deaths,202407,53.0,45.0,17.77777777777778
Malaria,Martinezbury District,Malaria deaths,202408,35.0,53.0,-33.9622641509434
Malaria,Martinezbury District,Malaria deaths,202409,25.0,35.0,-28.57142857142857
Malaria,Martinezbury District,Malaria deaths,202410,51.0,25.0,104.0
Malaria,Martinezbury District,Malaria deaths,202411,68.0,51.0,33.33333333333333
Malaria,Martinezbury District,Malaria deaths,202412,42.0,68.0,-38.23529411764706
Malaria,Martinezbury District,Malaria deaths,202501,315.0,42.0,650.0
Malaria,Martinezbury District,Malaria deaths,202502,59.0,315.0,-81.26984126984127
Malaria,Martinezbury District,Malaria deaths,202503,60.0,59.0,1.694915254237288
Malaria,Martinezbury District,Malaria deaths,202504,42.0,60.0,-30.0
Malaria,Martinezbury District,Malaria deaths,202505,47.0,42.0,11.904761904761903
Malaria,Martinezbury District,Malaria in pregnancy cases,202406,64.0,,
Malaria,Martinezbury District,Malaria in pregnancy cases,202407,103.0,64.0,60.9375
Malaria,Martinezbury District,Malaria in pregnancy cases,202408,62.0,103.0,-39.80582524271845
Malaria,Martinezbury District,Malaria in pregnancy cases,202409,79.0,62.0,27.419354838709676
Malaria,Martinezbury District,Malaria in pregnancy cases,202410,85.0,79.0,7.59493670886076
Malaria,Martinezbury District,Malaria in pregnancy cases,202411,42.0,85.0,-50.588235294117645
Malaria,Martinezbury District,Malaria in pregnancy cases,202412,82.0,42.0,95.23809523809523
Malaria,Martinezbury District,Malaria in pregnancy cases,202501,64.0,82.0,-21.951219512195124
Malaria,Martinezbury District,Malaria in pregnancy cases,202502,62.0,64.0,-3.125
Malaria,Martinezbury District,Malaria in pregnancy cases,202503,69.0,62.0,11.29032258064516
Malaria,Martinezbury District,Malaria in pregnancy cases,202504,69.0,69.0,0.0
Malaria,Martinezbury District,Malaria in pregnancy cases,202505,47.0,69.0,-31.88405797101449
Malaria,Martinezbury District,Malaria positivity rate,202406,285.5,,
Malaria,Martinezbury District,Malaria positivity rate,202407,392.4,285.5,37.4430823117338
Malaria,Martinezbury District,Malaria positivity rate,202408,247.5,392.4,-36.92660550458715
Malaria,Martinezbury District,Malaria positivity rate,202409,271.79999999999995,247.5,9.818181818181799
Malaria,Martinezbury District,Malaria positivity rate,202410,287.29999999999995,271.79999999999995,5.7027225901398095
Malaria,Martinezbury District,Malaria positivity rate,202411,341.6,287.29999999999995,18.900104420466437
Malaria,Martinezbury District,Malaria positivity rate,202412,360.8,341.6,5.62060889929742
Malaria,Martinezbury District,Malaria positivity rate,202501,375.0,360.8,3.9356984478935666
Malaria,Martinezbury District,Malaria positivity rate,202502,161.10000000000002,375.0,-57.03999999999999
Malaria,Martinezbury District,Malaria positivity rate,202503,345.0999999999999,161.10000000000002,114.21477343265045
Malaria,Martinezbury District,Malaria positivity rate,202504,384.6,345.0999999999999,11.445957693422232
Malaria,Martinezbury District,Malaria positivity rate,202505,240.90000000000003,384.6,-37.36349453978159
Malaria,Martinezbury District,RDT tests conducted,202406,96.0,,
Malaria,Martinezbury District,RDT tests conducted,202407,63.0,96.0,-34.375
Malaria,Martinezbury District,RDT tests conducted,202408,50.0,63.0,-20.634920634920633
Malaria,Martinezbury District,RDT tests conducted,202409,65.0,50.0,30.0
Malaria,Martinezbury District,RDT tests conducted,202410,76.0,65.0,16.923076923076923
Malaria,Martinezbury District,RDT tests conducted,202411,73.0,76.0,-3.9473684210526314
Malaria,Martinezbury District,RDT tests conducted,202412,75.0,73.0,2.73972602739726
Malaria,Martinezbury District,RDT tests conducted,202501,72.0,75.0,-4.0
Malaria,Martinezbury District,RDT tests conducted,202502,82.0,72.0,13.88888888888889
Malaria,Martinezbury District,RDT tests conducted,202503,215.0,82.0,162.19512195121953
Malaria,Martinezbury District,RDT tests conducted,202504,20.0,215.0,-90.69767441860465
Malaria,Martinezbury District,RDT tests conducted,202505,58.0,20.0,190.0
Malaria,Melissaville District,ACT doses distributed,202406,872.0,,
Malaria,Melissaville District,ACT doses distributed,202407,1149.0,872.0,31.76605504587156
Malaria,Melissaville District,ACT doses distributed,202408,1051.0,1149.0,-8.529155787641427
Malaria,Melissaville District,ACT doses distributed,202409,794.0,1051.0,-24.45290199809705
Malaria,Melissaville District,ACT doses distributed,202410,889.0,794.0,11.964735516372796
Malaria,Melissaville District,ACT doses distributed,202411,1114.0,889.0,25.30933633295838
Malaria,Melissaville District,ACT doses distributed,202412,892.0,1114.0,-19.92818671454219
Malaria,Melissaville District,ACT doses distributed,202501,749.0,892.0,-16.031390134529147
Malaria,Melissaville District,ACT doses distributed,202502,1154.0,749.0,54.0720961281709
Malaria,Melissaville District,ACT doses distributed,202503,1160.0,1154.0,0.5199306759098787
Malaria,Melissaville District,ACT doses distributed,202504,500.0,1160.0,-56.896551724137936
Malaria,Melissaville District,ACT doses distributed,202505,1126.0,500.0,125.2
Malaria,Melissaville District,LLIN nets distributed,202406,863.0,,
Malaria,Melissaville District,LLIN nets distributed,202407,931.0,863.0,7.879490150637311
Malaria,Melissaville District,LLIN nets distributed,202408,657.0,931.0,-29.430719656283564
Malaria,Melissaville District,LLIN nets distributed,202409,1357.0,657.0,106.54490106544901
Malaria,Melissaville District,LLIN nets distributed,202410,818.0,1357.0,-39.71997052321297
Malaria,Melissaville District,LLIN nets distributed,202411,1606.0,818.0,96.33251833740832
Malaria,Melissaville District,LLIN nets distributed,202412,816.0,1606.0,-49.19053549190536
Malaria,Melissaville District,LLIN nets distributed,202501,494.0,816.0,-39.46078431372549
Malaria,Melissaville District,LLIN nets distributed,202502,1335.0,494.0,170.24291497975707
Malaria,Melissaville District,LLIN nets distributed,202503,1539.0,1335.0,15.280898876404494
Malaria,Melissaville District,LLIN nets distributed,202504,1121.0,1539.0,-27.160493827160494
Malaria,Melissaville District,LLIN nets distributed,202505,932.0,1121.0,-16.859946476360392
Malaria,Melissaville District,Malaria confirmed cases,202406,32.0,,
Malaria,Melissaville District,Malaria confirmed cases,202407,33.0,32.0,3.125
Malaria,Melissaville District,Malaria confirmed cases,202408,12.0,33.0,-63.63636363636363
Malaria,Melissaville District,Malaria confirmed cases,202409,27.0,12.0,125.0
Malaria,Melissaville District,Malaria confirmed cases,202410,69.0,27.0,155.55555555555557
Malaria,Melissaville District,Malaria confirmed cases,202411,62.0,69.0,-10.144927536231885
Malaria,Melissaville District,Malaria confirmed cases,202412,40.0,62.0,-35.483870967741936
Malaria,Melissaville District,Malaria confirmed cases,202501,91.0,40.0,127.49999999999999
Malaria,Melissaville District,Malaria confirmed cases,202502,58.0,91.0,-36.26373626373626
Malaria,Melissaville District,Malaria confirmed cases,202503,313.0,58.0,439.6551724137931
Malaria,Melissaville District,Malaria confirmed cases,202504,21.0,313.0,-93.29073482428115
Malaria,Melissaville District,Malaria confirmed cases,202505,45.0,21.0,114.28571428571428
Malaria,Melissaville District,Malaria deaths,202406,22.0,,
Malaria,Melissaville District,Malaria deaths,202407,24.0,22.0,9.090909090909092
Malaria,Melissaville District,Malaria deaths,202408,41.0,24.0,70.83333333333334
Malaria,Melissaville District,Malaria deaths,202409,16.0,41.0,-60.97560975609756
Malaria,Melissaville District,Malaria deaths,202410,35.0,16.0,118.75
Malaria,Melissaville District,Malaria deaths,202411,23.0,35.0,-34.285714285714285
Malaria,Melissaville District,Malaria deaths,202412,31.0,23.0,34.78260869565217
Malaria,Melissaville District,Malaria deaths,202501,22.0,31.0,-29.03225806451613
Malaria,Melissaville District,Malaria deaths,202502,24.0,22.0,9.090909090909092
Malaria,Melissaville District,Malaria deaths,202503,17.0,24.0,-29.166666666666668
Malaria,Melissaville District,Malaria deaths,202504,31.0,17.0,82.35294117647058
Malaria,Melissaville District,Malaria deaths,202505,178.0,31.0,474.1935483870968
Malaria,Melissaville District,Malaria in pregnancy cases,202406,66.0,,
Malaria,Melissaville District,Malaria in pregnancy cases,202407,36.0,66.0,-45.45454545454545
Malaria,Melissaville District,Malaria in pregnancy cases,202408,67.0,36.0,86.11111111111111
Malaria,Melissaville District,Malaria in pregnancy cases,202409,52.0,67.0,-22.388059701492537
Malaria,Melissaville District,Malaria in pregnancy cases,202410,39.0,52.0,-25.0
Malaria,Melissaville District,Malaria in pregnancy cases,202411,75.0,39.0,92.3076923076923
Malaria,Melissaville District,Malaria in pregnancy cases,202412,31.0,75.0,-58.666666666666664
Malaria,Melissaville District,Malaria in pregnancy cases,202501,45.0,31.0,45.16129032258064
Malaria,Melissaville District,Malaria in pregnancy cases,202502,51.0,45.0,13.333333333333334
Malaria,Melissaville District,Malaria in pregnancy cases,202503,47.0,51.0,-7.8431372549019605
Malaria,Melissaville District,Malaria in pregnancy cases,202504,49.0,47.0,4.25531914893617
Malaria,Melissaville District,Malaria in pregnancy cases,202505,40.0,49.0,-18.367346938775512
Malaria,Melissaville District,Malaria positivity rate,202406,226.1,,
Malaria,Melissaville District,Malaria positivity rate,202407,303.8,226.1,34.36532507739939
Malaria,Melissaville District,Malaria positivity rate,202408,288.6,303.8,-5.003291639236336
Malaria,Melissaville District,Malaria positivity rate,202409,194.5,288.6,-32.60568260568261
Malaria,Melissaville District,Malaria positivity rate,202410,259.3,194.5,33.31619537275065
Malaria,Melissaville District,Malaria positivity rate,202411,135.2,259.3,-47.859622059390674
Malaria,Melissaville District,Malaria positivity rate,202412,194.09999999999997,135.2,43.56508875739644
Malaria,Melissaville District,Malaria positivity rate,202501,174.4,194.09999999999997,-10.149407521895911
Malaria,Melissaville District,Malaria positivity rate,202502,196.0,174.4,12.385321100917428
Malaria,Melissaville District,Malaria positivity rate,202503,204.5,196.0,4.336734693877551
Malaria,Melissaville District,Malaria positivity rate,202504,245.8,204.5,20.195599022004895
Malaria,Melissaville District,Malaria positivity rate,202505,98.2,245.8,-60.048820179007336
Malaria,Melissaville District,RDT tests conducted,202406,49.0,,
Malaria,Melissaville District,RDT tests conducted,202407,30.0,49.0,-38.775510204081634
Malaria,Melissaville District,RDT tests conducted,202408,140.0,30.0,366.66666666666663
Malaria,Melissaville District,RDT tests conducted,202409,72.0,140.0,-48.57142857142857
Malaria,Melissaville District,RDT tests conducted,202410,35.0,72.0,-51.388888888888886
Malaria,Melissaville District,RDT tests conducted,202411,36.0,35.0,2.857142857142857
Malaria,Melissaville District,RDT tests conducted,202412,52.0,36.0,44.44444444444444
Malaria,Melissaville District,RDT tests conducted,202501,35.0,52.0,-32.69230769230769
Malaria,Melissaville District,RDT tests conducted,202502,60.0,35.0,71.42857142857143
Malaria,Melissaville District,RDT tests conducted,202503,18.0,60.0,-70.0
Malaria,Melissaville District,RDT tests conducted,202504,54.0,18.0,200.0
Malaria,Melissaville District,RDT tests conducted,202505,49.0,54.0,-9.25925925925926
Malaria,Mendozamouth District,ACT doses distributed,202406,1930.0,,
Malaria,Mendozamouth District,ACT doses distributed,202407,1952.0,1930.0,1.1398963730569949
Malaria,Mendozamouth District,ACT doses distributed,202408,2062.0,1952.0,5.635245901639344
Malaria,Mendozamouth District,ACT doses distributed,202409,1558.0,2062.0,-24.442289039767218
Malaria,Mendozamouth District,ACT doses distributed,202410,1477.0,1558.0,-5.198973042362002
Malaria,Mendozamouth District,ACT doses distributed,202411,1407.0,1477.0,-4.739336492890995
Malaria,Mendozamouth District,ACT doses distributed,202412,1461.0,1407.0,3.8379530916844353
Malaria,Mendozamouth District,ACT doses distributed,202501,1354.0,1461.0,-7.32375085557837
Malaria,Mendozamouth District,ACT doses distributed,202502,2675.0,1354.0,97.56277695716395
Malaria,Mendozamouth District,ACT doses distributed,202503,1941.0,2675.0,-27.4392523364486
Malaria,Mendozamouth District,ACT doses distributed,202504,2019.0,1941.0,4.01854714064915
Malaria,Mendozamouth District,ACT doses distributed,202505,2065.0,2019.0,2.278355621594849
Malaria,Mendozamouth District,LLIN nets distributed,202406,1641.0,,
Malaria,Mendozamouth District,LLIN nets distributed,202407,1145.0,1641.0,-30.225472273004268
Malaria,Mendozamouth District,LLIN nets distributed,202408,2479.0,1145.0,116.50655021834062
Malaria,Mendozamouth District,LLIN nets distributed,202409,2067.0,2479.0,-16.61960467930617
Malaria,Mendozamouth District,LLIN nets distributed,202410,2014.0,2067.0,-2.564102564102564
Malaria,Mendozamouth District,LLIN nets distributed,202411,1990.0,2014.0,-1.1916583912611718
Malaria,Mendozamouth District,LLIN nets distributed,202412,2364.0,1990.0,18.79396984924623
Malaria,Mendozamouth District,LLIN nets distributed,202501,1580.0,2364.0,-33.16412859560068
Malaria,Mendozamouth District,LLIN nets distributed,202502,2357.0,1580.0,49.17721518987342
Malaria,Mendozamouth District,LLIN nets distributed,202503,1299.0,2357.0,-44.88756894357234
Malaria,Mendozamouth District,LLIN nets distributed,202504,1782.0,1299.0,37.1824480369515
Malaria,Mendozamouth District,LLIN nets distributed,202505,2450.0,1782.0,37.48597081930416
Malaria,Mendozamouth District,Malaria confirmed cases,202406,63.0,,
Malaria,Mendozamouth District,Malaria confirmed cases,202407,64.0,63.0,1.5873015873015872
Malaria,Mendozamouth District,Malaria confirmed cases,202408,263.0,64.0,310.9375
Malaria,Mendozamouth District,Malaria confirmed cases,202409,58.0,263.0,-77.9467680608365
Malaria,Mendozamouth District,Malaria confirmed cases,202410,77.0,58.0,32.758620689655174
Malaria,Mendozamouth District,Malaria confirmed cases,202411,272.0,77.0,253.24675324675323
Malaria,Mendozamouth District,Malaria confirmed cases,202412,50.0,272.0,-81.61764705882352
Malaria,Mendozamouth District,Malaria confirmed cases,202501,72.0,50.0,44.0
Malaria,Mendozamouth District,Malaria confirmed cases,202502,62.0,72.0,-13.88888888888889
Malaria,Mendozamouth District,Malaria confirmed cases,202503,121.0,62.0,95.16129032258065
Malaria,Mendozamouth District,Malaria confirmed cases,202504,76.0,121.0,-37.1900826446281
Malaria,Mendozamouth District,Malaria confirmed cases,202505,120.0,76.0,57.89473684210527
Malaria,Mendozamouth District,Malaria deaths,202406,39.0,,
Malaria,Mendozamouth District,Malaria deaths,202407,66.0,39.0,69.23076923076923
Malaria,Mendozamouth District,Malaria deaths,202408,60.0,66.0,-9.090909090909092
Malaria,Mendozamouth District,Malaria deaths,202409,23.0,60.0,-61.66666666666667
Malaria,Mendozamouth District,Malaria deaths,202410,61.0,23.0,165.2173913043478
Malaria,Mendozamouth District,Malaria deaths,202411,59.0,61.0,-3.278688524590164
Malaria,Mendozamouth District,Malaria deaths,202412,32.0,59.0,-45.76271186440678
Malaria,Mendozamouth District,Malaria deaths,202501,57.0,32.0,78.125
Malaria,Mendozamouth District,Malaria deaths,202502,59.0,57.0,3.508771929824561
Malaria,Mendozamouth District,Malaria deaths,202503,58.0,59.0,-1.694915254237288
Malaria,Mendozamouth District,Malaria deaths,202504,53.0,58.0,-8.620689655172415
Malaria,Mendozamouth District,Malaria deaths,202505,27.0,53.0,-49.056603773584904
Malaria,Mendozamouth District,Malaria in pregnancy cases,202406,100.0,,
Malaria,Mendozamouth District,Malaria in pregnancy cases,202407,90.0,100.0,-10.0
Malaria,Mendozamouth District,Malaria in pregnancy cases,202408,68.0,90.0,-24.444444444444443
Malaria,Mendozamouth District,Malaria in pregnancy cases,202409,35.0,68.0,-48.529411764705884
Malaria,Mendozamouth District,Malaria in pregnancy cases,202410,67.0,35.0,91.42857142857143
Malaria,Mendozamouth District,Malaria in pregnancy cases,202411,94.0,67.0,40.298507462686565
Malaria,Mendozamouth District,Malaria in pregnancy cases,202412,67.0,94.0,-28.723404255319153
Malaria,Mendozamouth District,Malaria in pregnancy cases,202501,104.0,67.0,55.223880597014926
Malaria,Mendozamouth District,Malaria in pregnancy cases,202502,74.0,104.0,-28.846153846153843
Malaria,Mendozamouth District,Malaria in pregnancy cases,202503,90.0,74.0,21.62162162162162
Malaria,Mendozamouth District,Malaria in pregnancy cases,202504,85.0,90.0,-5.555555555555555
Malaria,Mendozamouth District,Malaria in pregnancy cases,202505,97.0,85.0,14.117647058823529
Malaria,Mendozamouth District,Malaria positivity rate,202406,234.8,,
Malaria,Mendozamouth District,Malaria positivity rate,202407,340.59999999999997,234.8,45.05962521294717
Malaria,Mendozamouth District,Malaria positivity rate,202408,321.20000000000005,340.59999999999997,-5.695830886670559
Malaria,Mendozamouth District,Malaria positivity rate,202409,310.9,321.20000000000005,-3.206724782067268
Malaria,Mendozamouth District,Malaria positivity rate,202410,423.4,310.9,36.18526857510454
Malaria,Mendozamouth District,Malaria positivity rate,202411,230.3,423.4,-45.60699102503542
Malaria,Mendozamouth District,Malaria positivity rate,202412,262.5,230.3,13.981762917933125
Malaria,Mendozamouth District,Malaria positivity rate,202501,353.20000000000005,262.5,34.552380952380965
Malaria,Mendozamouth District,Malaria positivity rate,202502,313.4,353.20000000000005,-11.268403171007947
Malaria,Mendozamouth District,Malaria positivity rate,202503,344.2,313.4,9.827696234843655
Malaria,Mendozamouth District,Malaria positivity rate,202504,305.79999999999995,344.2,-11.15630447414295
Malaria,Mendozamouth District,Malaria positivity rate,202505,451.6,305.79999999999995,47.678221059516055
Malaria,Mendozamouth District,RDT tests conducted,202406,63.0,,
Malaria,Mendozamouth District,RDT tests conducted,202407,257.0,63.0,307.93650793650795
Malaria,Mendozamouth District,RDT tests conducted,202408,70.0,257.0,-72.76264591439688
Malaria,Mendozamouth District,RDT tests conducted,202409,45.0,70.0,-35.714285714285715
Malaria,Mendozamouth District,RDT tests conducted,202410,44.0,45.0,-2.2222222222222223
