health_area,country_name,facility_name,org_unit_uid,zero_data_periods,rank
Malaria,Kenya,Jackson Clinic,b1M9DMB3Z4F,0,1
Malaria,Kenya,James Hospital,hbNFUv0ATgg,0,1
Malaria,Kenya,Johnson Dispensary,FJKxzaLJ5FC,0,1
Malaria,Kenya,Johnson Hospital,MTs0xZzgVbV,0,1
Malaria,Kenya,Jones Dispensary,DLR2jGHjPhC,0,1
Malaria,Kenya,Jones Dispensary,wh9otFPFFK1,0,1
Malaria,Kenya,Jones Health Post,gpfRotZwjbo,0,1
Malaria,Kenya,Kim Health Post,FgKtbeK6FBf,0,1
Malaria,Kenya,Lawrence Hospital,rIkfQ90Kc9B,0,1
Malaria,Kenya,Le Clinic,F9v5cFXG5tc,0,1
Malaria,Kenya,Lewis Dispensary,a3ZYdv8Jhiq,0,1
Malaria,Kenya,Lewis Hospital,o1qsZ2vT5Xa,0,1
Malaria,Kenya,Liu Hospital,chOgvKOBfX6,0,1
Malaria,Kenya,Lynch Dispensary,rwlkoCvySo4,0,1
Malaria,Kenya,Maddox Dispensary,DmSQClFPxqF,0,1
Malaria,Kenya,Martin Health Post,NydZaQPlTkn,0,1
Malaria,Kenya,Mayo Dispensary,mlkmIzADT1G,0,1
Malaria,Kenya,Mcclain Health Centre,m020pMLlIGy,0,1
Malaria,Kenya,Mckay Clinic,xt2pDV55f3h,0,1
Malaria,Kenya,Miller Health Centre,t46xF9o6gou,0,1
Malaria,Kenya,Miller Health Post,T2NwAiAwcmH,0,1
Malaria,Kenya,Miller Health Post,eV3OyjQDjw7,0,1
Malaria,Kenya,Montgomery Clinic,Bi9BcnyduD6,0,1
Malaria,Kenya,Moore Hospital,KEBNYuYpy47,0,1
Malaria,Kenya,Morales Health Post,doGd11HsgMH,0,1
Malaria,Kenya,Munoz Dispensary,GmOU7hVfukk,0,1
Malaria,Kenya,Pacheco Health Centre,LKFS4uzlOyv,0,1
Malaria,Kenya,Perez Dispensary,DN8TL4A5whz,0,1
Malaria,Kenya,Peterson Clinic,N7KLUptMdtS,0,1
Malaria,Kenya,Porter Health Centre,BZTJfWcNz2t,0,1
Malaria,Kenya,Ramirez Hospital,OSBm5ZLfctj,0,1
Malaria,Kenya,Ray Dispensary,Cwt8vexGfsk,0,1
Malaria,Kenya,Reid Health Centre,Dw4qHOMXmFX,0,1
Malaria,Kenya,Rhodes Dispensary,a5bI9JKyhJ3,0,1
Malaria,Kenya,Rice Health Centre,CAa5TF988q2,0,1
Malaria,Kenya,Richards Dispensary,vrVjop46FjU,0,1
Malaria,Kenya,Robbins Health Post,lUT2snHGzWX,0,1
Malaria,Kenya,Roberts Clinic,IhxXMicKC7G,0,1
Malaria,Kenya,Robinson Clinic,aI9rr2dyCXh,0,1
Malaria,Kenya,Robinson Health Centre,c5KXbb0gjGL,0,1
Malaria,Kenya,Robinson Hospital,TvrDm8lDGdD,0,1
Malaria,Kenya,Rodriguez Clinic,xCq8y0Ac2lq,0,1
Malaria,Kenya,Rodriguez Dispensary,wjJahcsVk9q,0,1
Malaria,Kenya,Rodriguez Health Post,B1ccgIRnj1U,0,1
Malaria,Kenya,Rogers Health Centre,bAyM25r8Ne6,0,1
Malaria,Kenya,Roman Health Centre,GnDO6rpTaJU,0,1
Malaria,Kenya,Roman Hospital,yt5Rl7dKlPz,0,1
Malaria,Kenya,Romero Dispensary,u9umhmiJAEZ,0,1
Malaria,Kenya,Romero Health Post,VXvdSA9RH9X,0,1
Malaria,Kenya,Ross Hospital,vQUYuAuGhAl,0,1
Malaria,Kenya,Ryan Dispensary,q0Qy4yJplEI,0,1
Malaria,Kenya,Santos Dispensary,gl7fDZ7jkxI,0,1
Malaria,Kenya,Santos Dispensary,yWkmWlVE9c6,0,1
Malaria,Kenya,Skinner Hospital,pLN3M9Zeyxa,0,1
Malaria,Kenya,Smith Health Centre,MaC8zQGntGg,0,1
Malaria,Kenya,Smith Health Centre,d5Lqqc6gVou,0,1
Malaria,Kenya,Smith Hospital,MXl4kbcm2mQ,0,1
Malaria,Kenya,Spencer Health Post,Y5TdCpnZYGT,0,1
Malaria,Kenya,Tucker Clinic,B9INnUYQEmc,0,1
Malaria,Kenya,Valencia Hospital,Ch7oQUvisY4,0,1
Malaria,Kenya,Wagner Clinic,Ug9M8w7Kezi,0,1
Malaria,Kenya,Williams Health Post,t0JdqPjAWjE,0,1
Malaria,Kenya,Wong Clinic,RkUwWDXjyqp,0,1
Malaria,Kenya,Wright Dispensary,pvIrMBLjM5i,0,1
Malaria,Kenya,Zimmerman Health Post,lhriyuGHahk,0,1
Malaria,Kenya,Zuniga Hospital,BnLUvixmxMh,0,1
Malaria,Nigeria,Aguilar Health Post,DUJBjmActCD,0,1
Malaria,Nigeria,Allison Hospital,qBaKKtqVlcc,0,1
Malaria,Nigeria,Anderson Clinic,FTkuPZ2eyaY,0,1
Malaria,Nigeria,Anderson Clinic,lSL2kMZrUgS,0,1
Malaria,Nigeria,Anderson Health Centre,i5BkwursTgt,0,1
Malaria,Nigeria,Anderson Hospital,MmVRoweBqhI,0,1
Malaria,Nigeria,Bailey Health Post,LL3k7IzpU8Q,0,1
Malaria,Nigeria,Baker Clinic,KUkBKmhiWOr,0,1
Malaria,Nigeria,Baker Hospital,tx2UkExOdSU,0,1
Malaria,Nigeria,Baxter Dispensary,oGU1NPWqpEN,0,1
Malaria,Nigeria,Brady Hospital,mnovaawbtKb,0,1
Malaria,Nigeria,Brown Health Post,fKxXF9AQg5j,0,1
Malaria,Nigeria,Brown Hospital,KnOVypIJfJj,0,1
Malaria,Nigeria,Brown Hospital,ZedqZzNcTeS,0,1
Malaria,Nigeria,Brown Hospital,gOHOEWNzaqi,0,1
Malaria,Nigeria,Calhoun Health Post,yuzftpXdAWZ,0,1
Malaria,Nigeria,Callahan Hospital,DQkP1tlvrK1,0,1
Malaria,Nigeria,Campbell Health Centre,IwH3oOZA8BC,0,1
Malaria,Nigeria,Castro Health Centre,u462ueYxUhP,0,1
Malaria,Nigeria,Chandler Clinic,skR8X8KPj0U,0,1
Malaria,Nigeria,Clark Dispensary,ZUgaqbw9DbE,0,1
Malaria,Nigeria,Cooper Health Centre,qUKWF128hKh,0,1
Malaria,Nigeria,Cross Dispensary,o7FMprTBjZy,0,1
Malaria,Nigeria,Cunningham Health Post,cOiQE7OxfKB,0,1
Malaria,Nigeria,Daniels Hospital,TXoqWYraBMB,0,1
Malaria,Nigeria,Davenport Health Post,W4nKy761ktS,0,1
Malaria,Nigeria,David Dispensary,CylszG5HyOV,0,1
Malaria,Nigeria,Davis Clinic,j20o2E8Tcmz,0,1
Malaria,Nigeria,Dickson Health Centre,EDWXOOQJorT,0,1
Malaria,Nigeria,Duncan Health Post,zVBRGr2RV6p,0,1
Malaria,Nigeria,Edwards Clinic,yGqOovquwfS,0,1
Malaria,Nigeria,Estrada Dispensary,u3wLj5LVLwv,0,1
Malaria,Nigeria,Frost Health Centre,VVnOtXjptmu,0,1
Malaria,Nigeria,Galloway Health Post,zH5FMAFGSLF,0,1
Malaria,Nigeria,Garcia Health Centre,JBomPGNrG1t,0,1
Malaria,Nigeria,Garcia Health Centre,i6KnkASTmS3,0,1
Malaria,Nigeria,Gardner Hospital,JqHOfJTnIRc,0,1
Malaria,Nigeria,Gomez Dispensary,zdn9FM3SXSE,0,1
Malaria,Nigeria,Gomez Health Centre,Vl0y7iC3cqf,0,1
Malaria,Nigeria,Gray Dispensary,pv3THH2Bniu,0,1
Malaria,Nigeria,Green Dispensary,n9kl5IcAJpH,0,1
Malaria,Nigeria,Hart Dispensary,aGXcdxFDApd,0,1
Malaria,Nigeria,Haynes Hospital,YGBOIxKapPv,0,1
Malaria,Nigeria,Henderson Dispensary,W13nSgg8j1A,0,1
Malaria,Nigeria,Hensley Hospital,sSG4CS2Cr8o,0,1
Malaria,Nigeria,Hernandez Health Centre,loSF9H3IwSB,0,1
Malaria,Nigeria,Hill Clinic,V3FgNMr01uD,0,1
Malaria,Nigeria,Hopkins Health Centre,Ta4OuaLfLVq,0,1
Malaria,Nigeria,Horton Health Centre,aF9nB6VaFip,0,1
Malaria,Nigeria,House Dispensary,SEvqOgyvjvG,0,1
Malaria,Nigeria,Howell Dispensary,v9LjcGXDIXG,0,1
Malaria,Nigeria,Hudson Hospital,PKoFRcLEeqB,0,1
Malaria,Nigeria,Humphrey Hospital,khVqGpOdwHB,0,1
Malaria,Nigeria,Huynh Health Post,XGtREMTSpUH,0,1
Malaria,Nigeria,Jenkins Dispensary,g9bIaQ3NLZ8,0,1
Malaria,Nigeria,Jenkins Hospital,jb6rsQpxSKO,0,1
Malaria,Nigeria,Johnson Health Post,oxA9p8vrNRv,0,1
Malaria,Nigeria,Jones Clinic,avn6IurIapk,0,1
Malaria,Nigeria,Jones Health Post,wJdm0vAKdFv,0,1
Malaria,Nigeria,Jones Hospital,tTNRFoerGAF,0,1
Malaria,Nigeria,Jones Hospital,xFGSAqC0tb8,0,1
Malaria,Nigeria,Kennedy Clinic,HxDWxdxpxoj,0,1
Malaria,Nigeria,Kim Hospital,AYzymBkK9Hs,0,1
Malaria,Nigeria,Leblanc Health Post,CLm05zf03FJ,0,1
Malaria,Nigeria,Lee Dispensary,t7LMvxQcoLM,0,1
Malaria,Nigeria,Lee Health Centre,KseaD0udoEl,0,1
Malaria,Nigeria,Lewis Clinic,I84gUKhp5Hu,0,1
Malaria,Nigeria,Lewis Clinic,kMEsK9a71GL,0,1
Malaria,Nigeria,Logan Health Centre,DYenqXFHOrS,0,1
Malaria,Nigeria,Lucas Health Centre,TTwRacFM6Vp,0,1
Malaria,Nigeria,Marsh Health Post,SecWGtMomw3,0,1
Malaria,Nigeria,Martin Clinic,kds1FWEEL7B,0,1
Malaria,Nigeria,Martin Health Centre,ZNWs6m3bbeX,0,1
Malaria,Nigeria,Mathis Health Post,QkRwB00ltY4,0,1
Malaria,Nigeria,Mcbride Hospital,ksOvDkBogiG,0,1
Malaria,Nigeria,Mckee Clinic,u14g5mpGbwm,0,1
Malaria,Nigeria,Medina Clinic,gIvLI95OQ3l,0,1
Malaria,Nigeria,Mitchell Health Post,UX9yhEUWysB,0,1
Malaria,Nigeria,Mitchell Hospital,W13rKR7a8wh,0,1
Malaria,Nigeria,Moore Dispensary,cRZTAOzwun8,0,1
Malaria,Nigeria,Moore Health Post,Ah1zLOtTFws,0,1
Malaria,Nigeria,Morales Health Centre,DUEAYLQCrG7,0,1
Malaria,Nigeria,Moss Dispensary,O4F8ls5kOnu,0,1
Malaria,Nigeria,Mueller Health Post,jCtNQ4Wpm2E,0,1
Malaria,Nigeria,Newton Dispensary,qj2P4Ig4CQx,0,1
Malaria,Nigeria,Novak Hospital,Vd2YYzFwp2F,0,1
Malaria,Nigeria,Parker Clinic,bmwTeXth1fi,0,1
Malaria,Nigeria,Patton Hospital,yjgv4S0kzKA,0,1
Malaria,Nigeria,Perez Hospital,SyP6V9Kr9No,0,1
Malaria,Nigeria,Pierce Hospital,LALaO4GCs7c,0,1
Malaria,Nigeria,Pope Health Post,N4J5SUlJTV7,0,1
Malaria,Nigeria,Powell Dispensary,by2iHlAiTYV,0,1
Malaria,Nigeria,Preston Dispensary,EpxHlJiiorb,0,1
Malaria,Nigeria,Ramirez Hospital,yvMSTJHEoEa,0,1
Malaria,Nigeria,Ramos Dispensary,MYxjlgRFBPZ,0,1
Malaria,Nigeria,Reyes Health Post,IBqvUUmH9pQ,0,1
Malaria,Nigeria,Riley Health Centre,T21shAu7N6U,0,1
Malaria,Nigeria,Robinson Clinic,BdfjOuoPYB2,0,1
Malaria,Nigeria,Rodriguez Health Centre,f2IsvrXL2sD,0,1
Malaria,Nigeria,Romero Health Centre,TIndSAty9Ae,0,1
Malaria,Nigeria,Sanchez Dispensary,E7T3ArFY5QR,0,1
Malaria,Nigeria,Santiago Clinic,ILDO4yFlwVN,0,1
Malaria,Nigeria,Santiago Health Centre,vLUUv6fhb5l,0,1
Malaria,Nigeria,Schmidt Health Centre,QUg7OfEZr5z,0,1
Malaria,Nigeria,Shields Clinic,krHphMQT6hA,0,1
Malaria,Nigeria,Smith Clinic,cTK4EGttMZ3,0,1
Malaria,Nigeria,Smith Dispensary,CmhaaDAcvqJ,0,1
Malaria,Nigeria,Stanley Dispensary,CmVt2fFj3zP,0,1
Malaria,Nigeria,Stevens Health Post,pgs3q9C1OcF,0,1
Malaria,Nigeria,Stewart Health Post,qaopaPf0CSv,0,1
Malaria,Nigeria,Thompson Health Post,iN8Yn3AEIVh,0,1
Malaria,Nigeria,Torres Health Post,wGm9OuKyj22,0,1
Malaria,Nigeria,Tucker Hospital,Tw0LTscv5XW,0,1
Malaria,Nigeria,Tucker Hospital,xXIDzxIQAYZ,0,1
Malaria,Nigeria,Turner Clinic,t0o56gO6ue2,0,1
Malaria,Nigeria,Valdez Hospital,qW8h76idSeL,0,1
Malaria,Nigeria,Velasquez Hospital,yXB6idawlfo,0,1
Malaria,Nigeria,Wagner Clinic,ZILZ3r9G5hg,0,1
Malaria,Nigeria,Walls Hospital,cDZOin08UgM,0,1
Malaria,Nigeria,Walsh Dispensary,bOQicgziReW,0,1
Malaria,Nigeria,Ware Dispensary,u4hvNo24xUU,0,1
Malaria,Nigeria,Watts Health Centre,L7Q0o9IPVNt,0,1
Malaria,Nigeria,Whitehead Dispensary,iU1VGSybwRO,0,1
Malaria,Nigeria,Wise Health Post,fg9JBjrQY4z,0,1
Malaria,Nigeria,Woods Hospital,afgSmp12VtJ,0,1
Malaria,Nigeria,Wright Dispensary,qZe3WDK3Vrd,0,1
Malaria,Nigeria,Wright Health Centre,kbDLteh5X6G,0,1
Malaria,Nigeria,York Health Post,HMMDAMWzJDr,0,1
Malaria,Nigeria,Young Health Post,y9vJMunGPqV,0,1
Malaria,Tanzania,Adams Health Centre,uR0w8aD9qHB,0,1
Malaria,Tanzania,Allen Clinic,kO9QRlNRgt2,0,1
Malaria,Tanzania,Barton Clinic,pZ5jqeS2Lik,0,1
Malaria,Tanzania,Bates Clinic,tN65WKbFY0V,0,1
Malaria,Tanzania,Booth Hospital,N0ixVdSsboT,0,1
Malaria,Tanzania,Bradshaw Dispensary,BSQk6rYtd9K,0,1
Malaria,Tanzania,Branch Dispensary,qL4XdorpvLT,0,1
Malaria,Tanzania,Brown Health Post,VCZ23jjyF7t,0,1
Malaria,Tanzania,Brown Hospital,SOiSDwVsMlx,0,1
Malaria,Tanzania,Bryan Clinic,mSG3nqpNgQY,0,1
Malaria,Tanzania,Bryant Health Post,Y5L57Nz7zkg,0,1
Malaria,Tanzania,Cantu Health Post,LmPCUpdt9Id,0,1
Malaria,Tanzania,Carter Dispensary,KM3XoKWsJyt,0,1
Malaria,Tanzania,Carter Health Post,QjC6o0EGp4G,0,1
Malaria,Tanzania,Clark Health Centre,Mqnm1FQmdcB,0,1
Malaria,Tanzania,Clark Hospital,lLxynP3MoZh,0,1
Malaria,Tanzania,Coleman Health Post,QOfrVuk6E1r,0,1
Malaria,Tanzania,Costa Clinic,KoTdt1MLMk7,0,1
Malaria,Tanzania,Dalton Clinic,E5RWALJYFze,0,1
Malaria,Tanzania,Davis Health Centre,mgFQOivjvoT,0,1
Malaria,Tanzania,Dickerson Dispensary,MdzrEbzW1pA,0,1
Malaria,Tanzania,Dudley Health Post,O2PBiwRpPid,0,1
Malaria,Tanzania,Duran Hospital,UV9iUSCgg4s,0,1
Malaria,Tanzania,Durham Health Centre,zMo1Getyn6w,0,1
Malaria,Tanzania,Fernandez Hospital,FP5ctqSBVD8,0,1
Malaria,Tanzania,Francis Health Centre,Qeh3hsiLdru,0,1
Malaria,Tanzania,French Health Centre,Y1RXW0IMDMx,0,1
Malaria,Tanzania,French Health Post,s36MRGtH7am,0,1
Malaria,Tanzania,Garcia Dispensary,eWMgEDaLy2h,0,1
Malaria,Tanzania,Gay Health Post,RKZac2iTAWP,0,1
Malaria,Tanzania,George Clinic,mXbIgdpsT3W,0,1
Malaria,Tanzania,Gibbs Clinic,u63UUWjR6na,0,1
Malaria,Tanzania,Gibson Clinic,N7MZFYNvIuy,0,1
Malaria,Tanzania,Gonzales Health Centre,ZU43tzQktg3,0,1
Malaria,Tanzania,Graham Health Post,yM9AxXeC0os,0,1
Malaria,Tanzania,Greene Health Post,rmWg2Z8CM2i,0,1
Malaria,Tanzania,Guerrero Clinic,Q64RHRBlxCc,0,1
Malaria,Tanzania,Guerrero Health Centre,HGI4AtxXGkQ,0,1
Malaria,Tanzania,Harrison Clinic,E8INlt4EFYu,0,1
Malaria,Tanzania,Harrison Hospital,PKnSRo00Lsv,0,1
Malaria,Tanzania,Hayes Health Centre,KbH9WFtZ1wg,0,1
Malaria,Tanzania,Hayes Health Post,CHeyIgkKpRC,0,1
Malaria,Tanzania,Hines Dispensary,ifzE4CkRdvO,0,1
Malaria,Tanzania,Hodges Health Post,ETjeuW2gDyU,0,1
Malaria,Tanzania,Holland Clinic,Jw7c3axZQt2,0,1
Malaria,Tanzania,Holloway Hospital,aqdcRAXpSMP,0,1
Malaria,Tanzania,Hubbard Clinic,IibHRUpF1fx,0,1
Malaria,Tanzania,Johnson Health Centre,WrY7G58ijwI,0,1
Malaria,Tanzania,Johnston Clinic,TtvoRXOLVlw,0,1
Malaria,Tanzania,Jones Health Post,QwOppSmwwjZ,0,1
Malaria,Tanzania,Jones Hospital,dlcjmedYlIg,0,1
Malaria,Tanzania,Kennedy Health Post,DBk2g5nivaa,0,1
Malaria,Tanzania,Kim Health Post,MoDHQUEtOhP,0,1
Malaria,Tanzania,Kim Health Post,cZJvhVaHk4l,0,1
Malaria,Tanzania,King Clinic,omOMQtG5L5A,0,1
Malaria,Tanzania,Larson Clinic,H3VoAFENRgJ,0,1
Malaria,Tanzania,Lynch Dispensary,Crwndvu33Ar,0,1
Malaria,Tanzania,Martinez Hospital,g6oxAqN91Gi,0,1
Malaria,Tanzania,Matthews Clinic,OAA4LsaZMMr,0,1
Malaria,Tanzania,Mcdaniel Clinic,DmDcRsxjwyn,0,1
Malaria,Tanzania,Meza Hospital,e1xJUfSwHCW,0,1
Malaria,Tanzania,Miller Dispensary,pIoN6OyAKSs,0,1
Malaria,Tanzania,Mills Health Post,eACcR5HyNww,0,1
Malaria,Tanzania,Moore Health Centre,KPGj4AS1Hf3,0,1
Malaria,Tanzania,Moore Hospital,ye0F7CKYn4l,0,1
Malaria,Tanzania,Morales Hospital,RSEP5u3Ll7Q,0,1
Malaria,Tanzania,Morgan Health Centre,fEQA2OMrQ2d,0,1
Malaria,Tanzania,Morris Hospital,aULgEAPECZG,0,1
Malaria,Tanzania,Morse Health Post,OQpMYekFwRy,0,1
Malaria,Tanzania,Murray Health Centre,mg2Tnh0P2lw,0,1
Malaria,Tanzania,Murray Hospital,YpneTQLbXY6,0,1
Malaria,Tanzania,Nelson Health Centre,v3YVG2nYJvn,0,1
Malaria,Tanzania,Obrien Health Centre,D6BFjGK8mwO,0,1
Malaria,Tanzania,Olsen Health Post,YVKmYml2hiF,0,1
Malaria,Tanzania,Olson Hospital,S9TR28TsNoF,0,1
Malaria,Tanzania,Ortiz Hospital,FivRI9nWAn6,0,1
Malaria,Tanzania,Peck Clinic,UZSkkEOPWgk,0,1
Malaria,Tanzania,Pennington Dispensary,xG4Jeu2qvjS,0,1
Malaria,Tanzania,Perez Clinic,PsZSlj239g3,0,1
Malaria,Tanzania,Perry Dispensary,v1sUfpLDFQe,0,1
Malaria,Tanzania,Pierce Hospital,oOiEAk7wcB7,0,1
Malaria,Tanzania,Powell Hospital,F5Iw1BLiFAh,0,1
Malaria,Tanzania,Preston Health Post,FSi5lGQ15LJ,0,1
Malaria,Tanzania,Ramirez Health Centre,VXi0Bu6GoYS,0,1
Malaria,Tanzania,Ramos Health Centre,cBdlATPd4Iv,0,1
Malaria,Tanzania,Ramos Health Post,mDYj5VPpY0s,0,1
Malaria,Tanzania,Shea Health Post,CQzVyAdqTfn,0,1
Malaria,Tanzania,Simpson Clinic,b3kB9P9bSeL,0,1
Malaria,Tanzania,Smith Clinic,cb4jJUFaaP3,0,1
Malaria,Tanzania,Smith Health Post,CC3jNYFqM9o,0,1
Malaria,Tanzania,Smith Health Post,CRcR04foc4r,0,1
Malaria,Tanzania,Sparks Dispensary,cxcUfQJ9vvp,0,1
Malaria,Tanzania,Stephens Health Centre,Bnufdhxkoss,0,1
Malaria,Tanzania,Stone Clinic,Wxk4gOq58DH,0,1
Malaria,Tanzania,Taylor Hospital,NRYAY2GQ4Zr,0,1
Malaria,Tanzania,Thompson Hospital,fGf6OpLvGkF,0,1
Malaria,Tanzania,Thornton Clinic,TDHdrSdwi1I,0,1
Malaria,Tanzania,Torres Dispensary,ju3l3rEGhls,0,1
Malaria,Tanzania,Torres Hospital,xxhJ9NUXcXp,0,1
Malaria,Tanzania,Tran Dispensary,orIlo8vWo5R,0,1
Malaria,Tanzania,Underwood Clinic,k33l8qdyX0O,0,1
Malaria,Tanzania,Warner Clinic,PllH1SPf29K,0,1
Malaria,Tanzania,Weber Clinic,QzY0BkOa3yV,0,1
Malaria,Tanzania,Wheeler Hospital,EScgfj8TPRc,0,1
Malaria,Tanzania,Wilson Health Centre,bOyzqSUdfIL,0,1
Malaria,Tanzania,Wolfe Health Post,OPWrS8oJQG8,0,1
Malaria,Uganda,Allen Clinic,cbHnZUVCBAm,0,1
Malaria,Uganda,Andrews Clinic,itW8eOJLWeT,0,1
Malaria,Uganda,Atkinson Clinic,DG2nMt8p2Nn,0,1
Malaria,Uganda,Barnett Clinic,mwT7EzwidZc,0,1
Malaria,Uganda,Bean Hospital,iVxsdXyq0bD,0,1
Malaria,Uganda,Beard Dispensary,JZl2Tf6lLim,0,1
Malaria,Uganda,Bernard Dispensary,vrz2YvsFQlT,0,1
Malaria,Uganda,Bray Health Centre,BTA5PcHxi6n,0,1
Malaria,Uganda,Brooks Health Post,x5y8LVUmY6O,0,1
Malaria,Uganda,Brown Health Post,h040M1bYF7f,0,1
Malaria,Uganda,Campbell Clinic,T8vi1D7RpvL,0,1
Malaria,Uganda,Christensen Health Post,OdsXhRvmH53,0,1
Malaria,Uganda,Collins Hospital,jeV71swwRMX,0,1
Malaria,Uganda,Combs Clinic,IICG0XbRZUE,0,1
Malaria,Uganda,Conley Health Post,yP4wMb2dHvc,0,1
Malaria,Uganda,Cortez Health Post,cCXsEZTsUPF,0,1
Malaria,Uganda,Crane Hospital,YxbjL9TMuBc,0,1
Malaria,Uganda,Curry Health Post,DPPsNnNQ25b,0,1
Malaria,Uganda,David Dispensary,I79Ic36rybX,0,1
Malaria,Uganda,Davis Hospital,xjXs1aosKyj,0,1
Malaria,Uganda,Everett Hospital,MNGA8edDcvJ,0,1
Malaria,Uganda,Ferguson Health Post,MBtvbbW08M5,0,1
Malaria,Uganda,Fisher Health Centre,dFJTJlwB9HN,0,1
Malaria,Uganda,Freeman Clinic,BUucWWNzaTO,0,1
Malaria,Uganda,Garcia Health Post,hLAb6RodPHd,0,1
Malaria,Uganda,Garcia Health Post,tPzEMzXlP80,0,1
Malaria,Uganda,Gill Hospital,lVbZ5bNewuG,0,1
Malaria,Uganda,Gonzalez Dispensary,AVlSsuJMOmJ,0,1
Malaria,Uganda,Gould Health Post,Lhxq86QBdpf,0,1
Malaria,Uganda,Graham Dispensary,it8ST3qPx0A,0,1
Malaria,Uganda,Gross Health Centre,sTp8U66gCUa,0,1
Malaria,Uganda,Hampton Hospital,inrQsZwgfyz,0,1
Malaria,Uganda,Hardy Health Centre,qQPiPmTJhvY,0,1
Malaria,Uganda,Hayes Dispensary,pBoXYzXbjry,0,1
Malaria,Uganda,Haynes Hospital,feDOqUyaHla,0,1
Malaria,Uganda,Henry Clinic,hrAiuQ8DUGC,0,1
Malaria,Uganda,Herrera Clinic,IbQB0Qe3dsn,0,1
Malaria,Uganda,Hickman Dispensary,dIWeXkpMdsi,0,1
Malaria,Uganda,Higgins Dispensary,gF5rCncRpHQ,0,1
Malaria,Uganda,Hill Clinic,Lki82ueuaQx,0,1
Malaria,Uganda,Hill Clinic,X18zhnvsmjl,0,1
Malaria,Uganda,Hobbs Hospital,rEHoNtqzgLT,0,1
Malaria,Uganda,Hogan Hospital,bJys3RJ2gOj,0,1
Malaria,Uganda,Holt Health Post,Qx9vKa7K6vt,0,1
Malaria,Uganda,Howell Dispensary,foJ7jcG9I5N,0,1
Malaria,Uganda,Hudson Hospital,uQvrrJLop6F,0,1
Malaria,Uganda,Johnson Dispensary,u8t8RQY0nAG,0,1
Malaria,Uganda,Johnston Hospital,TrB48ORMr2c,0,1
Malaria,Uganda,Jones Health Post,n8NfFi7V4Ly,0,1
Malaria,Uganda,Kennedy Clinic,u70yKbeFDyf,0,1
Malaria,Uganda,King Health Centre,hhseqV2WER6,0,1
Malaria,Uganda,Knight Dispensary,tBX9fEUaXpG,0,1
Malaria,Uganda,Lane Health Post,V3W8S2HdY5t,0,1
Malaria,Uganda,Lee Clinic,ykgromzcu21,0,1
Malaria,Uganda,Lee Dispensary,Nefbl4SSsMW,0,1
Malaria,Uganda,Lewis Clinic,U4CZRmXvMS6,0,1
Malaria,Uganda,Lopez Dispensary,KLataeDqfzC,0,1
Malaria,Uganda,Lopez Hospital,WcDUF12uYpo,0,1
Malaria,Uganda,Marshall Health Post,lpx17CQ40QH,0,1
Malaria,Uganda,Marshall Health Post,v2TYTmGGNXg,0,1
Malaria,Uganda,Martin Health Post,gqCbguTRfdO,0,1
Malaria,Uganda,Martinez Clinic,DaNMzp8xqRD,0,1
Malaria,Uganda,Martinez Health Post,dI7zle6zg1X,0,1
Malaria,Uganda,Mccann Dispensary,rwnQgWO7as3,0,1
Malaria,Uganda,Michael Clinic,oAyXz6lkSVQ,0,1
Malaria,Uganda,Miller Hospital,kRvvDiAKhJc,0,1
Malaria,Uganda,Morales Health Post,CKoJP9gjbXf,0,1
Malaria,Uganda,Morris Health Centre,JKGZQ58Zsls,0,1
Malaria,Uganda,Nelson Dispensary,JBMDpUS7ZxR,0,1
Malaria,Uganda,Obrien Hospital,JRLpYIHtaIv,0,1
Malaria,Uganda,Odonnell Health Centre,hYQFJ0Yfycx,0,1
Malaria,Uganda,Oneill Hospital,waWCH0I5Iv5,0,1
Malaria,Uganda,Patel Dispensary,X0lLwLIsOq4,0,1
Malaria,Uganda,Perez Dispensary,iy379gEcEJV,0,1
Malaria,Uganda,Perkins Dispensary,ObLQYnKVXk8,0,1
Malaria,Uganda,Petersen Clinic,CuthuAzIqm3,0,1
Malaria,Uganda,Peterson Health Post,BVdmsw9CPNz,0,1
Malaria,Uganda,Poole Dispensary,BJPUx3dc7k9,0,1
Malaria,Uganda,Ramirez Health Centre,Jnal5WrLvk9,0,1
Malaria,Uganda,Ramirez Health Centre,n8FmFet7s3H,0,1
Malaria,Uganda,Reid Health Post,q6Wuug5mqzi,0,1
Malaria,Uganda,Rivera Health Centre,pWfRRUnpmyG,0,1
Malaria,Uganda,Rogers Clinic,MSNi2aAA9fD,0,1
Malaria,Uganda,Ruiz Health Centre,nuT7MFuZgim,0,1
Malaria,Uganda,Salas Hospital,aJOtld0aKZv,0,1
Malaria,Uganda,Salinas Dispensary,aG0KwDioBKE,0,1
Malaria,Uganda,Sanchez Dispensary,cfora0GOO7j,0,1
Malaria,Uganda,Sheppard Health Post,gCQzPNwg8Z3,0,1
Malaria,Uganda,Short Dispensary,nLXCPfHeiKm,0,1
Malaria,Uganda,Short Health Centre,uZ7RQoKlHme,0,1
Malaria,Uganda,Smith Dispensary,Fp3fecvL9Cl,0,1
Malaria,Uganda,Soto Hospital,Gnm5J1MCJQl,0,1
Malaria,Uganda,Stanley Health Centre,W6cwzAWRnL8,0,1
Malaria,Uganda,Strickland Health Centre,UEfUUCtb4l0,0,1
Malaria,Uganda,Stuart Health Post,Elj7BQwfzQu,0,1
